GeoType,GEOID,subregion,,GeoName,TotalPop,happening,happeningOppose,human,humanOppose,consensus,consensusOppose,affectweather,affectweatherOppose,worried,worriedOppose,harmplants,harmplantsOppose,futuregen,futuregenOppose,devharm,devharmOppose,harmUS,harmUSOppose,personal,personalOppose,timing,timingOppose,exp,expOppose,fundrenewables,fundrenewablesOppose,regulate,regulateOppose,CO2limits,CO2limitsOppose,reducetax,reducetaxOppose,supportRPS,supportRPSOppose,rebates,rebatesOppose,drillANWR,drillANWROppose,drilloffshore,drilloffshoreOppose,teachGW,teachGWOppose,corporations,corporationsOppose,president,presidentOppose,congress,congressOppose,governor,governorOppose,localofficials,localofficialsOppose,citizens,citizensOppose,discuss,discussOppose,mediaweekly,mediaweeklyOppose,priority,priorityOppose
County,48095,concho,Concho,"Concho County, Texas",2770,61.827,22.857,47.691,37.246,40.85,29.589,50.071,10.142,54.839,45.206,61.282,28.012,60.783,29.081,58.796,28.328,57.363,32.573,42.524,47.917,50.271,49.729,37.541,62.114,66.76,32.924,61.415,37.103,51.786,48.106,53.762,45.693,54.514,44.69,67.149,32.179,37.687,61.628,63.402,35.686,68.033,32.439,59.428,17.338,41.015,39.612,48.368,33.252,47.123,24.31,50.426,22.145,56.342,18.308,26.431,73.482,27.005,72.628,45.992,34.69
County,48097,cooke,Cooke,"Cooke County, Texas",30487,63.473,22.449,48.233,36.142,46.049,29.618,52.043,9.953,54.308,45.775,63.16,27.836,62.637,28.949,59.671,29.03,57.83,34.035,40.429,52.084,51.688,48.312,38.366,61.497,69.986,30.156,62.613,36.415,52.862,47.619,52.726,46.864,55.772,44.217,69.009,30.791,35.143,64.335,62.209,37.562,68.449,32.189,62.797,15.904,41.959,38.985,50.279,32.81,46.902,23.997,49.639,21.607,58.997,17.028,28.78,71.215,32.563,67.196,44.271,35.964
County,48099,coryell,Coryell,"Coryell County, Texas",57851,69.747,17.223,51.498,34.294,49.273,26.098,57.456,8.25,60.98,39.093,67.423,22.638,66.916,23.177,63.488,25.044,61.68,29.745,45.708,46.004,56.125,43.875,42.661,57.039,72.958,26.495,67.348,31.123,61.274,38.782,60.384,38.696,60.961,38.429,73.143,26.092,31.243,67.978,57.308,42.193,74.348,25.948,65.665,14.155,47.246,32.357,56.254,27.047,53.311,19.443,55.933,18.286,62.802,14.723,30.841,69.158,31.632,67.804,52.466,29.172
County,48101,cottle,Cottle,"Cottle County, Texas",1129,66.617,17.436,51.377,31.805,50.594,23.212,54.904,8.238,60.354,39.706,67.005,21.727,65.906,23.284,63.746,23.473,62.545,27.795,46.559,43.954,57.426,42.574,43.328,56.324,68.667,30.506,64.194,34.273,56.415,44.046,57.117,41.952,55.994,43.009,69.466,29.625,29.557,69.328,55.304,43.987,72.943,27.552,64.48,14.01,47.118,33.433,54.74,27.801,52.411,19.248,53.889,18.352,61.658,14.67,31.841,68.112,32.081,67.692,52.879,28.994
County,48103,crane,Crane,"Crane County, Texas",3353,64.954,19.969,49.891,35.241,42.823,28.243,53.024,9.052,58.884,41.055,64.432,24.482,63.693,25.571,61.988,25.205,61.013,29.158,46.045,44.361,53.801,46.199,39.465,60.154,68.102,31.236,62.165,35.848,53.875,46.166,56.241,42.848,55.812,43.207,68.499,30.43,35.1,64.005,60.897,37.881,70.785,29.576,62.318,16.193,44.192,36.897,52.22,29.861,50.758,22.221,53.916,20.308,59.626,17.084,28.175,71.727,27.663,71.875,49.591,31.169
County,48105,crockett,Crockett,"Crockett County, Texas",2638,65.536,19.182,50.508,34.807,43.601,27.339,52.964,8.636,60.537,39.45,65.775,23.62,65.139,24.499,62.684,25.018,61.896,28.415,46.8,43.881,54.127,45.873,41.298,58.446,69.035,30.211,63.593,34.512,54.864,44.804,57.104,41.931,56.496,42.461,69.663,29.347,34.467,64.847,60.379,38.328,71.254,29.233,63.994,15.096,45.813,34.778,53.55,28.54,51.288,21.332,54.465,19.67,60.773,16.092,29.049,70.86,28.074,71.522,49.781,30.241
County,48107,crosby,Crosby,"Crosby County, Texas",4266,65.828,18.66,51.193,34.469,44.703,27.192,54.389,8.805,60.436,39.57,65.026,23.574,64.719,23.833,62.362,24.22,60.557,28.727,45.513,44.005,54.718,45.282,40.293,59.369,69.433,29.546,64.463,33.457,56.137,43.509,58.765,40,57.664,41.207,70.553,28.219,34.358,64.78,59.192,39.618,72.132,28.103,63.187,15.304,45.458,35.107,53.518,28.362,52.337,21.09,54.85,19.802,59.778,16.33,28.076,71.863,26.652,72.587,51.218,29.346
County,48109,culberson,Culberson,"Culberson County, Texas",1576,68.617,14.71,55.492,31.872,45.717,23.722,58.121,7.14,67.214,32.917,68.19,20.217,68.261,19.631,67.469,18.924,65.264,23.191,50.771,37.999,58.814,41.186,46.48,53.353,72.694,26.271,68.041,29.49,61.1,37.528,64.679,33.658,61.785,36.824,73.735,25.015,34.712,64.927,58.14,40.015,76.101,24.238,67.308,13.414,50.834,28.613,57.886,23.421,55.923,18.6,59.886,17.692,63.255,14.425,30.172,69.77,24.293,74.572,56.54,24.218
County,48111,dallam,Dallam,"Dallam County, Texas",5003,60.652,23.51,46.545,37.671,40.299,30.372,48.546,10.203,54.21,45.827,60.577,28.56,60.257,29.338,58.01,28.816,56.67,33.039,41.698,48.155,50.272,49.728,37.031,62.699,66.23,33.559,59.954,38.612,49.141,50.863,51.951,47.294,53.28,45.97,67.155,32.222,37.966,61.266,64.453,34.694,66.636,33.882,59.391,17.324,40.496,40.586,48.158,33.776,46.445,25.074,49.571,22.525,55.797,18.794,26.015,73.944,26.78,72.675,45.17,35.774
County,48113,dallas,Dallas,"Dallas County, Texas",1919529,77.338,8.841,59.46,30.208,58.353,20.356,66.899,5.949,70.717,29.489,73.698,13.475,74.33,12.85,71.936,14.712,69.204,19.41,54.537,34.385,63.501,36.499,51.286,48.29,79.347,18.74,73.526,23.601,69.602,30.257,70.579,28.409,69.688,29.063,79.656,19.06,27.023,72.113,50.115,48.111,82.918,17.14,73.3,10.338,55.557,22.414,66.4,19.348,65.068,13.972,65.4,14.216,67.243,10.753,34.956,65.177,29.721,68.964,64.178,19.031
County,48115,dawson,Dawson,"Dawson County, Texas",9497,66.477,17.719,52.378,32.953,46.948,24.425,54.7,8.325,61.453,38.524,66.35,22.02,65.518,23.271,64.017,22.876,62.793,26.766,47.996,41.834,56.443,43.557,42.193,57.336,68.786,30.173,64.421,33.476,57.213,42.723,58.852,40.201,57.558,41.049,69.134,29.704,32.442,66.557,57.014,41.716,73.496,26.767,63.196,14.927,46.848,33.329,54.344,26.836,53.483,19.719,55.679,18.766,60.818,15.506,29.346,70.536,27.943,71.565,53.497,27.887
County,48117,deaf smith,Deaf Smith,"Deaf Smith County, Texas",12867,66.342,17.85,50.324,36.386,41.737,28.123,53.773,8.765,60.992,38.985,64.539,23.394,64.099,23.614,62.535,23.376,61.015,27.457,46.808,41.933,54.662,45.339,39.824,59.534,69.142,29.859,63.658,34.064,55.091,44.477,59.456,39.206,57.677,41.232,69.785,28.906,35.796,63.378,60.53,38.053,72.401,27.752,62.909,15.603,45.058,34.499,53.021,27.194,52.816,21.249,55.903,19.805,59.237,16.982,27,72.952,24.663,74.447,52.666,28.522
County,48119,delta,Delta,"Delta County, Texas",4027,56.534,26.723,41.131,42.693,37.502,35.819,47.005,11.515,47.69,52.47,55.817,34.138,56.518,33.141,52.421,34.685,50.259,39.892,34.71,55.117,45.456,54.544,33.389,66.486,67.559,32.666,59.622,39.502,45.765,54.261,49.793,49.34,53.05,47.074,68.522,31.162,40.708,58.837,68.108,31.526,63.542,36.963,56.886,17.975,35.989,43.796,43.785,37.307,43.132,27.882,46.538,24.335,52.293,20.278,23.942,76.101,26.859,72.449,37.972,41.145
County,48121,denton,Denton,"Denton County, Texas",624909,71.159,15.393,55.723,33.646,52.57,26.999,57.55,8.24,63.162,37.076,66.464,26.013,67.042,24.493,65.705,24.01,61.316,31.564,43.704,50.102,54.219,45.78,44.07,55.824,74.799,23.893,70.999,27.396,61.348,38.844,62.667,36.43,62.906,36.846,76.955,22.084,30.455,68.777,56.884,42.471,73.681,26.505,67.112,11.629,43.615,31.342,54.733,23.874,55.334,17.652,56.728,17.729,62.735,12.96,32.677,67.514,33.596,65.572,50.849,28.551
County,48123,dewitt,DeWitt,"DeWitt County, Texas",15733,62.482,21.5,47.269,37.29,42.704,29.531,51.092,9.939,55.264,44.749,61.587,26.738,61.483,26.88,58.404,27.807,56.377,32.629,41.293,47.69,51.165,48.835,36.888,62.765,67.309,31.781,62.277,35.912,51.842,48.036,55.015,43.852,54.881,44.079,68.84,30.028,36.022,62.988,61.421,37.609,68.928,31.263,60.215,16.562,41.895,38.872,50.047,31.75,49.584,23.131,51.461,21.435,56.356,18.041,25.722,74.229,26.548,72.795,47.166,32.751
County,48125,dickens,Dickens,"Dickens County, Texas",1758,64.89,20.956,49.073,34.544,47.28,26.755,53.067,9.166,56.76,43.284,64.832,25.593,63.695,27.707,61.428,27.288,60.56,31.667,43.762,48.944,53.835,46.165,40.319,59.38,68.912,30.955,62.546,36.227,54.543,46.158,54.21,45.474,55.277,44.323,68.343,31.231,32.265,66.888,60.089,39.298,70.225,30.481,63.371,15.177,44.353,36.933,51.885,31.317,48.34,21.952,50.999,20.114,60.717,15.686,31.007,68.889,34.495,65.668,47.654,34.779
County,48127,dimmit,Dimmit,"Dimmit County, Texas",7369,73.861,11.44,59.917,29.15,49.093,22.082,63.745,6.426,72.164,27.789,70.686,16.407,70.89,16.108,70.285,15.687,68.504,19.46,54.672,33.778,63.432,36.568,48.164,51.442,76.428,22.283,71.144,25.894,68.969,29.734,70.837,27.414,67.7,31.054,76.065,22.384,32.883,66.672,54.104,44.061,80.809,19.185,69.146,12.847,53.513,25.375,61.104,19.537,59.884,16.457,64.314,16.02,66.498,13.112,30.723,69.206,23.245,75.174,60.583,19.603
County,48129,donley,Donley,"Donley County, Texas",2673,58.056,26.218,42.758,40.071,41.177,32.295,47.426,10.853,50.055,50.114,58.651,31.889,58.584,32.317,55.233,32.749,53.203,37.984,36.952,54.101,47.319,52.681,35.686,64.24,66.52,33.533,60.011,39.2,46.638,53.592,48.899,50.493,51.699,48.044,67.64,32.077,37.484,61.874,65.31,34.219,64.43,36.351,59.162,16.871,38.444,42.459,45.887,36.671,43.982,26.221,46.53,23.488,54.613,18.86,26.609,73.411,30.504,69.306,40.453,40.376
County,48131,duval,Duval,"Duval County, Texas",8368,76.672,10.687,64.948,23.71,60.119,17.013,66.815,5.863,75.218,24.742,76.524,13.404,76.05,13.815,74.83,14.269,72.86,17.971,58.942,32.52,67.291,32.709,52.02,47.494,73.79,24.018,72.28,24.879,70.845,28.644,70.762,27.705,65.507,32.42,74.964,23.059,24.623,74.277,43.287,55.004,82.74,17.231,72.064,11.414,59.425,23.583,66.875,18.118,65.129,13.39,65.898,14.391,69.877,11.239,36.723,63.156,30.583,68.574,68.526,16.455
County,48133,eastland,Eastland,"Eastland County, Texas",14450,58.604,24.884,43.305,40.355,41.161,31.581,48.588,10.594,50.34,49.804,59.582,30.212,59.105,31.248,56.068,31.46,54.686,36.332,38.487,52.701,48.742,51.258,36.064,63.766,67.977,32.191,60.955,38.106,49.985,50.461,51.03,48.512,53.654,46.201,68.044,31.682,36.917,62.386,65.294,34.299,66.576,34.16,59.628,16.844,38.767,41.286,45.998,35.06,44.19,25.534,47.41,22.759,55.882,18.322,26.822,73.174,30.976,68.813,40.558,38.978
County,48135,ector,Ector,"Ector County, Texas",112125,68.298,16.849,54.196,31.485,48.916,24.747,55.462,8.591,63.034,36.95,66.991,21.491,66.738,21.781,64.463,22.512,62.26,26.988,47.719,41.638,56.824,43.176,41.937,57.707,68.822,29.698,65.339,32.574,56.573,43.306,59.153,39.565,56.396,42.379,70.468,28.048,31.749,66.951,55.763,43.083,73.231,26.878,62.799,15.036,46.757,34.152,54.565,28.138,54.545,19.545,55.861,19.328,59.922,16.162,29.899,70.045,28.073,71.273,54.34,27.254
County,48137,edwards,Edwards,"Edwards County, Texas",1635,66.265,19.287,51.684,33.03,46.592,25.73,53.955,8.792,60.099,39.866,66.317,23.469,65.219,25.347,63.609,24.625,62.707,28.54,47.103,44.695,55.546,44.455,41.649,57.971,68.565,30.877,62.846,35.423,55.932,44.354,56.076,43.404,56.363,42.752,68.054,31.152,32.812,66.361,58.799,40.201,71.88,28.683,63.49,15.361,45.539,35.812,53.092,29.629,50.496,21.394,53.458,19.859,61.42,15.769,31.042,68.849,31.348,68.483,51.005,31.126
County,48139,ellis,Ellis,"Ellis County, Texas",127215,67.27,18.097,50.779,35.032,47.135,28.317,54.721,8.869,59.605,40.495,64.999,25.365,64.144,26.351,61.671,25.76,59.557,30.985,42.853,48.085,55.032,44.968,41.061,58.804,70.38,29.161,64.745,33.901,54.606,45.274,56.747,42.28,56.916,42.923,71.631,27.649,34.049,65.306,57.82,41.619,70.883,29.528,63.706,14.833,45.112,35.166,53.152,29.729,50.721,21.582,53.511,19.889,59.83,15.975,29.692,70.334,29.796,69.544,48.531,31.557
County,48141,el paso ,El Paso ,"El Paso County, Texas",606560,80.283,9.152,64.593,25.89,54.682,21.241,69.418,5.741,75.304,24.753,78.264,13.31,78.995,12.037,75.102,15.115,72.27,18.777,59.916,32.58,67.53,32.47,52.398,47.356,79.601,19.555,75.527,22.559,71.899,27.784,74.854,23.824,69.513,30.012,79.401,19.238,26.707,73.333,51.381,48.155,85.257,14.857,75.309,11.282,59.755,22.735,66.527,18.507,63.665,13.973,67.216,14.494,70.779,11.327,36.891,63.132,29.503,69.169,67.869,16.186
County,48143,erath,Erath,"Erath County, Texas",33090,61.502,26.445,47.548,35.927,43.173,31.752,51.782,10.515,52.388,47.773,61.44,29.674,60.436,31.277,57.003,31.44,55.403,35.881,39.189,52.221,49.891,50.109,36.542,63.347,68.702,31.42,62.259,36.775,51.414,48.985,51.966,47.504,54.192,46.169,68.457,31.222,35.815,63.732,61.694,38.193,67.388,33.123,61.882,16.305,38.474,41.964,47.506,35.625,45.909,25.012,49.193,22.27,57.885,17.79,28.385,71.642,31.731,67.885,43.668,38.615
County,48145,falls,Falls,"Falls County, Texas",13633,64.616,16.443,49.645,35.431,45.202,25.721,55.999,8.258,59.076,40.975,64.006,22.954,63.926,22.588,61.374,23.338,60.141,27.644,45.227,42.725,56.448,43.552,41.283,58.313,70.305,28.367,64.737,32.929,56.797,42.985,59.498,39.268,57.971,40.764,70.413,28.171,34.299,64.739,59.741,38.312,73.782,26.473,63.279,14.93,46.317,32.728,54.1,27.338,52.494,20.158,55.461,18.689,60.052,15.687,27.075,72.923,26.092,73.045,50.707,28.094
County,48147,fannin,Fannin,"Fannin County, Texas",27219,60.075,24.32,44.637,38.593,42.535,30.794,49.689,10.364,51.665,48.467,59.547,31.287,59.19,31.95,56.285,31.9,54.565,36.798,38.351,52.348,49.045,50.956,36.374,63.381,69.067,30.84,62.107,36.801,51.418,48.847,52.746,46.652,54.852,44.987,68.662,30.911,36.419,62.887,63.022,36.608,67.192,33.285,60.152,16.535,40.388,39.993,48.351,33.63,46.204,24.571,48.88,22.166,56.166,17.952,26.667,73.313,30.176,69.401,42.962,37.643
County,48149,fayette,Fayette,"Fayette County, Texas",19983,51.377,26.573,41.552,39.511,39.345,29.134,43.122,10.127,50.784,49.742,57.374,32.118,58.596,30.727,55.946,30.428,52.35,36.472,36.166,52.241,46.24,53.76,39.676,60.746,62.849,36.851,59.733,39.647,40.14,58.807,45.851,52.844,47.679,50.887,68.355,31.385,38.694,60.958,66.674,32.23,61.34,40.234,59.337,14.268,39.231,39.519,43.328,37.394,42.022,25.896,44.097,23.628,52.575,17.769,27.134,72.97,27.809,72.169,39.778,42.335
County,48151,fisher,Fisher,"Fisher County, Texas",2985,63.838,21.557,48.631,35.671,45.838,28.955,52.427,9.729,56.609,43.447,63.361,26.644,63.194,26.951,60.001,27.966,57.667,33.079,41.728,49.159,52.033,47.967,38.458,61.309,68.548,30.758,63.144,35.407,53.086,47.076,54.68,44.371,55.619,43.59,69.949,29.2,34.196,64.936,59.94,39.377,69.334,31.041,61.967,15.659,42.791,38.448,51.028,31.828,49.648,22.744,51.361,21.17,58.08,17.061,28.488,71.511,30.259,69.294,47.542,33.497
County,48153,floyd,Floyd,"Floyd County, Texas",4263,63.899,20.532,48.885,36.408,41.795,29.411,52.501,9.348,57.901,42.106,63.074,25.716,62.753,26.088,60.687,25.935,59.085,30.29,44.281,45.274,52.852,47.148,38.96,60.767,68.709,30.718,62.432,35.698,53.058,46.644,56.254,42.682,56.239,42.944,69.397,29.639,36.942,62.397,62.415,36.49,70.153,30.225,61.818,16.265,43.25,37.24,51.333,30.454,49.95,23.046,53.301,20.911,58.452,17.556,27.34,72.605,26.019,73.248,48.464,31.982
County,48155,foard,Foard,"Foard County, Texas",1044,61.098,24.103,45.54,38.271,42.28,31.263,50.148,10.218,53.048,47.096,60.741,29.823,60.43,30.561,57.47,30.641,55.651,35.694,39.399,52.2,49.61,50.39,37.209,62.655,68.609,31.481,61.729,37.274,51.108,49.107,52.391,47.074,54.635,45.187,68.959,30.723,36.878,62.614,64.029,35.507,66.918,33.76,60.853,16.384,40.583,40.161,48.172,34.296,45.784,24.767,48.915,22.192,56.929,17.778,27.692,72.304,30.524,69.146,42.985,38.193
County,48157,fort bend,Fort Bend,"Fort Bend County, Texas",553723,75.21,14.071,57.182,29.639,58.507,22.7,64.58,6.861,68.404,31.748,70.771,20.092,71.222,19.063,70.8,18.488,66.329,24.815,49.821,42.216,61.979,38.021,49.12,50.817,75.645,23.425,70.401,27.842,67.796,31.804,67.609,31.181,65.208,34.288,75.642,22.85,29.878,69.612,54.641,44.175,78.531,21.677,70.579,12.99,51.886,29.097,60.105,25.415,59.046,16.766,62.192,16.468,65.188,13.242,33.237,66.919,29.46,69.44,57.291,25.789
County,48159,franklin,Franklin,"Franklin County, Texas",8129,60.939,25.118,44.023,39.879,42.068,33.403,50.265,10.805,51.157,48.957,59.606,31.553,59.451,31.985,56.194,32.401,53.98,37.789,37.484,54.324,48.332,51.668,35.791,64.1,69.133,31.089,61.148,37.992,49.799,50.559,51.315,48.164,54.727,45.412,69.252,30.516,37.725,61.876,65.092,34.695,66.141,34.459,60.132,16.884,38.907,42.008,47.201,35.872,45.087,25.874,48.148,22.859,56.166,18.441,27.213,72.812,30.982,68.59,41.131,39.897
County,48161,freestone,Freestone,"Freestone County, Texas",15226,48.624,27.252,39.006,42.603,35.999,29.769,41.134,10.149,48.783,51.755,55.295,33.694,56.649,30.985,54.481,30.221,50.929,36.761,35.839,51.276,44.742,55.258,38.829,61.533,61.945,38.101,58.366,41.053,37.02,61.964,44.702,53.237,46.081,52.863,67.208,32.621,41.06,58.629,69.69,29.115,59.817,41.769,59.257,14.967,38.104,39.073,43.142,35.975,41.27,26.205,44.534,23.323,51.706,18.576,25.244,74.848,25.235,74.646,37.924,41.279
County,48163,frio,Frio,"Frio County, Texas",15140,69.856,14.939,55.369,32.931,44.685,25.083,58.74,7.624,65.859,34.127,67.648,20.325,67.204,20.279,66.275,19.752,64.445,23.743,50.59,38.258,58.274,41.726,43.805,55.761,72.683,26.231,67.542,29.819,62.637,36.266,65.361,33.183,62.861,35.899,72.707,25.935,35.644,63.838,58.552,39.727,76.508,23.513,65.518,14.757,49.375,30.174,57.309,23.983,56.16,19.172,60.107,18.176,62.461,15.293,28.078,71.824,23.209,75.636,56.258,24.048
County,48165,gaines,Gaines,"Gaines County, Texas",13251,62.874,21.287,49.024,34.723,45.15,25.38,51.067,9.089,57.104,42.903,63.645,24.125,62.291,26.504,60.708,25.561,60.761,29.1,45.241,45.073,54.058,45.943,39.914,59.599,66.579,33.023,61.191,37.194,53.961,46.473,54.208,45.339,54.279,44.82,66.244,33.043,32.883,65.946,60.301,38.735,70.161,30.444,61.886,15.933,43.799,36.783,50.582,30.463,48.046,22.024,51.061,20.434,59.552,16.329,29.035,70.813,30.223,69.708,48.576,33.88
County,48167,galveston,Galveston,"Galveston County, Texas",251623,67.498,17.867,50.378,35.816,50.227,26.752,59.232,8.359,61.439,38.694,67.631,23.105,66.551,23.654,63.023,24.622,60.952,30.364,43.913,47.218,56.429,43.571,42.855,57.037,73.635,25.782,67.31,31.287,58.963,40.94,62.787,35.947,59.2,40.848,73.793,25.431,31.509,68.206,56.284,43.461,73.211,27.055,67.217,12.579,46.965,30.007,58.779,25.402,54.839,19.174,56.163,18.311,61.548,14.212,31.037,69.022,30.75,68.471,51.485,28.692
County,48169,garza,Garza,"Garza County, Texas",5108,63.169,21.075,49.037,36.014,41.834,27.688,51.124,9.663,56.381,43.642,62.506,26.088,61.684,27.564,60.374,26.35,59.233,30.209,44.742,45.277,51.946,48.054,38.849,60.71,66.487,33.148,61.544,36.901,52.751,47.202,54.753,44.724,54.787,44.302,66.588,32.756,36.701,62.557,62.193,36.84,69.565,30.839,59.793,17.195,42.219,38.187,49.542,31.912,48.46,23.193,51.761,21.297,57.269,17.832,26.93,72.966,26.558,73.103,48.3,32.298
County,48171,gillespie,Gillespie,"Gillespie County, Texas",21130,67.113,20.26,51.147,33.177,51.324,26.969,55.763,9.263,58.201,41.872,66.203,25.497,65.591,26.802,62.534,27.447,60.4,32.746,42.759,50.841,54.343,45.657,40.988,58.827,71.111,28.601,64.633,34.292,56.769,43.905,55.505,44.055,57.587,42.181,70.855,28.733,31.096,68.265,57.61,42.209,71.235,29.328,64.694,14.53,44.839,36.847,53.217,31.071,49.838,21.482,51.639,20.005,61.558,15.168,32.668,67.307,36.602,63.353,48.623,33.973
County,48173,glasscock,Glasscock,"Glasscock County, Texas",1167,62.23,23.018,48.176,35.04,45.264,27.677,50.168,9.929,55.366,44.732,63.218,27.626,62.478,29.605,60.517,28.688,59.127,33.085,42.864,49.651,51.532,48.468,39.758,60.061,66.114,33.977,60.241,38.894,50.103,50.487,50.035,49.822,52.58,46.878,66.481,33.389,34.465,64.929,61.332,38.187,67.428,33.495,61.118,16.081,41.725,39.752,48.912,34.157,46.276,23.882,48.852,21.745,58.352,17.073,30.74,69.229,33.615,66.577,46.114,36.535
County,48175,goliad,Goliad,"Goliad County, Texas",5928,55.118,23.664,44.282,37.316,41.936,26.544,45.49,9.045,55.606,44.856,61.372,28.794,61.915,28.493,59.999,27.57,57.015,33.179,40.887,49.133,49.469,50.531,43.062,57.347,64.501,35.277,60.918,38.353,43.014,56.068,47.504,51.537,49.077,49.582,68.376,31.392,36.329,63.445,64.683,34.006,64.207,37.517,62.703,13.513,42.38,36.034,47.433,33.319,44.54,23.507,47.541,21.468,56.683,16.227,30.306,69.763,29.751,70.497,43.593,37.529
County,48177,gonzales,Gonzales,"Gonzales County, Texas",15141,65.627,18.387,50.367,34.903,44.204,26.341,54.134,8.525,59.605,40.397,64.877,23.6,64.002,24.586,62.304,24.006,61.305,28.061,46.072,43.692,55.446,44.554,40.917,58.681,69.677,29.716,63.86,34.183,56.427,43.43,58.607,40.42,57.671,41.508,69.468,29.626,34.481,64.773,60.574,38.242,72.553,27.806,63.351,15.267,45.723,34.396,53.312,28.365,51.198,21.019,54.501,19.422,60.51,15.918,28.254,71.653,27.639,71.722,50.713,30.079
County,48179,gray,Gray,"Gray County, Texas",16683,60.097,24.727,44.586,39.222,39.22,32.068,48.787,10.678,51.615,48.413,59.389,30.092,58.97,30.981,56.187,30.982,54.764,35.499,39.464,50.889,48.802,51.198,35.511,64.217,66.774,33.17,59.892,38.861,48.801,51.407,50.575,48.911,52.989,46.64,66.56,32.931,38.285,60.98,65.182,34.128,66.075,34.418,58.955,17.669,39.333,41.764,47.268,34.957,45.537,25.769,48.539,22.944,55.274,19.185,25.402,74.549,27.965,71.621,42.916,37.774
County,48181,grayson,Grayson,"Grayson County, Texas",99914,62.201,22.747,49.583,34.802,47.896,28.074,52.613,9.693,55.286,44.883,64.213,25.899,63.407,26.071,60.07,27.465,57.429,33.037,40.676,50.641,52.88,47.12,39.103,60.711,70.034,29.354,64.714,34.027,54.85,45.46,56.855,42.2,57.995,41.284,71.544,27.675,32.374,66.956,58.542,41.169,69.86,30.452,63.218,15.178,42.602,37.651,50.928,30.989,49.936,22.197,51.509,20.686,59.084,16.662,29.372,70.643,32.065,67.458,47.475,32.826
County,48183,gregg,Gregg,"Gregg County, Texas",91508,63.926,20.641,47.318,35.179,45.817,28.56,53.874,9.128,56.805,43.328,62.918,27.384,62.722,27.361,60.398,27.343,58.019,32.153,42.029,48.157,52.297,47.703,39.647,60.116,70.457,29.146,64.907,33.646,54.104,45.898,58.528,40.365,58.788,40.857,71.852,27.37,34.599,64.899,60.253,39.283,70.667,29.53,62.291,15.281,43.381,35.528,51.842,28.737,51.534,21.36,53.942,19.73,58.069,16.481,27.077,72.98,27.367,71.755,47.442,32.934
County,48185,grimes,Grimes,"Grimes County, Texas",21672,58.882,20.586,46.559,36.343,46.217,24.78,48.359,9.191,56.335,43.987,63.062,25.214,63.757,24.68,60.731,25.621,57.236,31.325,41.74,46.423,51.013,48.987,41.728,58.309,64.592,34.073,62.478,36.189,47.659,51.674,51.748,46.832,50.191,48.179,68.881,30.079,33.252,65.791,59.17,39.64,67.335,33.491,60.388,14.171,43.086,36.339,48.966,31.849,49.112,21.556,49.643,20.92,55.101,16.492,28.563,71.46,28.494,71.284,48.889,30.95
County,48187,guadalupe,Guadalupe,"Guadalupe County, Texas",118630,68.352,18.184,50.366,36.325,47.955,28.946,58.1,8.69,60.95,39.109,65.27,25.682,65.891,24.437,63.147,25.183,60.07,30.122,44.941,45.444,55.423,44.577,41.712,58.176,73.749,25.693,66.582,31.731,58.127,41.517,60.479,38.275,60.982,38.64,73.267,25.888,34.297,65.537,60.783,38.553,72.753,27.488,65.37,14.406,46.331,33.889,55.294,28.612,52.517,20.874,55.877,19.279,61.472,15.628,30.5,69.426,28.227,70.846,51.585,30.824
County,48189,hale,Hale,"Hale County, Texas",24619,65.067,19.579,48.87,36.988,41.3,29.351,53.076,9.198,58.111,41.893,62.924,25.867,62.508,26.227,60.775,25.801,59.275,30.003,44.579,44.891,52.896,47.104,38.947,60.71,68.475,30.956,63.112,34.867,54.151,45.487,57.288,41.628,56.762,42.447,69.311,29.676,37.015,62.313,62.405,36.407,70.768,29.486,61.415,16.206,43.26,37.147,51.293,30.397,50.437,22.5,53.953,20.501,58.278,17.377,26.651,73.29,25.566,73.633,48.553,31.777
County,48191,hall,Hall,"Hall County, Texas",2370,63.875,20.357,50.333,33.278,48.708,26.061,52.043,9.564,57.915,42.127,64.576,24.362,64.585,24.824,61.076,26.422,58.645,31.531,42.766,47.187,53.094,46.906,39.422,60.278,66.27,32.316,63.183,35.213,52.391,47.785,54.258,44.716,53.709,44.793,68.73,30.001,31.462,67.298,56.133,43.043,69.737,30.59,61.863,15.227,44.008,37.777,51.906,30.879,51.286,21.334,51.511,20.673,57.922,16.618,29.126,70.83,30.183,69.522,50.321,30.589
County,48193,hamilton,Hamilton,"Hamilton County, Texas",6601,63.846,22.48,48.616,34.036,48.294,26.855,52.43,9.477,55.335,44.768,63.999,27.293,63.777,28.166,60.175,29.152,59.069,33.775,41.656,51.575,53.55,46.451,39.709,60.016,69.605,30.341,63.335,35.737,54.925,45.863,53.825,45.945,55.244,44.693,68.502,31.267,31.806,67.408,59.876,39.883,69.654,31.031,62.642,15.467,43.305,38.236,50.654,33.009,47.456,22.206,49.726,20.49,59.758,15.863,31.315,68.595,35.697,64.438,46.109,36.705
